"nama_sekolah","npsn","bp","status","pd","guru","kecamatan","wilayah","periode_data"
"SDN Kelapa Dua Wetan 01 Pg.","20104176","SD","Negeri","415","19","Ciracas","Kota Jakarta Timur","202012"
"SDN KELAPA DUA WETAN 04 PAGI","20108968","SD","Negeri","385","19","Ciracas","Kota Jakarta Timur","202012"
"SDN Lenteng Agung 05 Pg.","20102276","SD","Negeri","468","19","Jagakarsa","Kota Jakarta Selatan","202012"
"SDN MALAKA SARI 13","20108620","SD","Negeri","402","19","Duren Sawit","Kota Jakarta Timur","202012"
"SDN Mangga Dua Selatan 01 Pg.","20104638","SD","Negeri","414","19","Sawah Besar","Kota Jakarta Pusat","202012"
"SDN Pasar Baru 07 Pg.","20104645","SD","Negeri","402","19","Sawah Besar","Kota Jakarta Pusat","202012"
"SDN Pesanggrahan 04 Pg.","20106124","SD","Negeri","423","19","Pesanggrahan","Kota Jakarta Selatan","202012"
"SDN Petamburan 07","20104658","SD","Negeri","392","19","Tanah Abang","Kota Jakarta Pusat","202012"
"SDN Petukangan Utara 06 Pg.","20106141","SD","Negeri","442","19","Pesanggrahan","Kota Jakarta Selatan","202012"
"SDN Pinang Ranti 02","20104204","SD","Negeri","508","19","Makasar","Kota Jakarta Timur","202012"
"SDN Rawa Badak Utara 03 Pg.","20100695","SD","Negeri","414","19","Koja","Kota Jakarta Utara","202012"
"SDN Rawa Badak Utara 15 Pg.","20100689","SD","Negeri","432","19","Koja","Kota Jakarta Utara","202012"
"SDN Srengseng Sawah 15 Pagi","20106199","SD","Negeri","446","19","Jagakarsa","Kota Jakarta Selatan","202012"
"SDN Susukan 01","20108782","SD","Negeri","380","19","Ciracas","Kota Jakarta Timur","202012"
"SDN Cipulir 01 Pagi","20105870","SD","Negeri","393","16","Kebayoran Lama","Kota Jakarta Selatan","202012"
"SDN GANDARIA UTARA 11 PAGI","20105896","SD","Negeri","270","16","Kebayoran Baru","Kota Jakarta Selatan","202012"
"SDN Jagakarsa 01 Pg.","20105929","SD","Negeri","377","16","Jagakarsa","Kota Jakarta Selatan","202012"
"SDN Kampung Bali 01","20104571","SD","Negeri","245","16","Tanah Abang","Kota Jakarta Pusat","202012"
"SDN Kayu Putih 08 Pg.","20104118","SD","Negeri","388","16","Pulo Gadung","Kota Jakarta Timur","202012"
"SDN Kayu Putih 09 Pg.","20104119","SD","Negeri","373","16","Pulo Gadung","Kota Jakarta Timur","202012"
"SDN KEBON BARU 11","20102326","SD","Negeri","319","16","Tebet","Kota Jakarta Selatan","202012"
"SDN Kebon Manggis 08 Pg.","20108344","SD","Negeri","317","16","Matraman","Kota Jakarta Timur","202012"
"SDN Kebon Pala 01 Pg.","20108716","SD","Negeri","384","16","Makasar","Kota Jakarta Timur","202012"
"SDN Klender 16 Pg.","20108588","SD","Negeri","404","16","Duren Sawit","Kota Jakarta Timur","202012"
"SDN Kramat Jati 19 Pg.","20104235","SD","Negeri","335","16","Kramat Jati","Kota Jakarta Timur","202012"
"SDN Makasar 03","20104186","SD","Negeri","381","16","Makasar","Kota Jakarta Timur","202012"
"SDN Makasar 06 Pg.","20104183","SD","Negeri","479","16","Makasar","Kota Jakarta Timur","202012"
"SDN Malaka Jaya 04 Pg.","20108599","SD","Negeri","379","16","Duren Sawit","Kota Jakarta Timur","202012"
"SDN Malaka Jaya 09","20108604","SD","Negeri","295","16","Duren Sawit","Kota Jakarta Timur","202012"
"SDN MANGGARAI 03","20102295","SD","Negeri","288","16","Tebet","Kota Jakarta Selatan","202012"
"SDN MANGGARAI SELATAN 03","20106052","SD","Negeri","294","16","Tebet","Kota Jakarta Selatan","202012"
"SDN Pancoran 07 Pg.","20102395","SD","Negeri","298","16","Pancoran","Kota Jakarta Selatan","202012"
"SDN Paseban 05 Pagi","20100460","SD","Negeri","356","16","Senen","Kota Jakarta Pusat","202012"
"SDN Pegangsaan Dua 05 Pg.","20104884","SD","Negeri","364","16","Kelapa Gading","Kota Jakarta Utara","202012"
"SDN PEJATEN TIMUR 07 PAGI","20106097","SD","Negeri","401","16","Pasar Minggu","Kota Jakarta Selatan","202012"
"SDN Pekayon 11 Pg.","20108842","SD","Negeri","380","16","Pasar Rebo","Kota Jakarta Timur","202012"
"SDN PEKAYON 18 PG","20108833","SD","Negeri","376","16","Pasar Rebo","Kota Jakarta Timur","202012"
"SDN Penjaringan 06 Pg.","20100636","SD","Negeri","1406","16","Penjaringan","Kota Jakarta Utara","202012"
"SDN Pesanggrahan 05 Pg.","20106125","SD","Negeri","338","16","Pesanggrahan","Kota Jakarta Selatan","202012"
"SDN Pinang Ranti 07 Pg.","20104199","SD","Negeri","329","16","Makasar","Kota Jakarta Timur","202012"
"SDN PISANGAN TIMUR 05 PAGI","20103380","SD","Negeri","393","16","Pulo Gadung","Kota Jakarta Timur","202012"
"SDN PONDOK LABU 01 PAGI","20106145","SD","Negeri","380","16","Cilandak","Kota Jakarta Selatan","202012"
"SDN Rawa Badak Utara 21","20100673","SD","Negeri","326","16","Koja","Kota Jakarta Utara","202012"
"SDN Rawajati 01 Pg.","20102152","SD","Negeri","315","16","Pancoran","Kota Jakarta Selatan","202012"
"SDN Rorotan 02 Pg.","20100679","SD","Negeri","311","16","Cilincing","Kota Jakarta Utara","202012"
"SDN Rorotan 03 Pg.","20104907","SD","Negeri","383","16","Cilincing","Kota Jakarta Utara","202012"
"SDN Semanan 05 Pg.","20105485","SD","Negeri","378","16","Kali Deres","Kota Jakarta Barat","202012"
"SDN SEMPER BARAT 08 PETANG","20100597","SD","Negeri","376","16","Cilincing","Kota Jakarta Utara","202012"
"SDN Sukapura 06 Pt.","20104918","SD","Negeri","347","16","Cilincing","Kota Jakarta Utara","202012"
"SDN Sunter Agung 11 Pg.","20104934","SD","Negeri","335","16","Tanjung Priok","Kota Jakarta Utara","202012"
"SDN Susukan 03 Pg.","20103460","SD","Negeri","352","16","Ciracas","Kota Jakarta Timur","202012"
"SDN Susukan 05 Pg.","20103448","SD","Negeri","410","16","Ciracas","Kota Jakarta Timur","202012"
"SDN Tanjung Barat 04 Pg","20102238","SD","Negeri","378","16","Jagakarsa","Kota Jakarta Selatan","202012"
"SDN TEBET BARAT 05","20102263","SD","Negeri","365","16","Tebet","Kota Jakarta Selatan","202012"
"SDN Warakas 01 Pg.","20104965","SD","Negeri","809","16","Tanjung Priok","Kota Jakarta Utara","202012"
"SD NEGERI JATINEGARA KAUM 11 PAGI","20104108","SD","Negeri","352","15","Pulo Gadung","Kota Jakarta Timur","202012"
"SD NEGERI JOGLO 04 PT","20101915","SD","Negeri","296","15","Kembangan","Kota Jakarta Barat","202012"
"SD NEGERI KEBON KOSONG 07 PAGI","20104596","SD","Negeri","361","15","Kemayoran","Kota Jakarta Pusat","202012"
"SD NEGERI KEMBANGAN SELATAN 03 PAGI","20105368","SD","Negeri","311","15","Kembangan","Kota Jakarta Barat","202012"
"SD NEGERI SEMANAN 13 PT","20105493","SD","Negeri","334","15","Kali Deres","Kota Jakarta Barat","202012"
"SDN Pela Mampang 03 Pg.","20106110","SD","Negeri","286","15","Mampang Prapatan","Kota Jakarta Selatan","202012"
"SD NEGERI BINTARO 05 PAGI","20103139","SD","Negeri","366","15","Pesanggrahan","Kota Jakarta Selatan","202012"
"SD NEGERI CEMPAKA BARU 09 PAGI","20104488","SD","Negeri","384","15","Kemayoran","Kota Jakarta Pusat","202012"
"SD NEGERI CENGKARENG BARAT 03 PG","20102023","SD","Negeri","374","15","Cengkareng","Kota Jakarta Barat","202012"
"SD NEGERI CENGKARENG BARAT 13 PG","20105157","SD","Negeri","343","15","Cengkareng","Kota Jakarta Barat","202012"
"SD NEGERI CENGKARENG BARAT 19 PG","20105163","SD","Negeri","315","15","Cengkareng","Kota Jakarta Barat","202012"
"SD NEGERI CILANDAK BARAT 04 PAGI","20103106","SD","Negeri","326","15","Cilandak","Kota Jakarta Selatan","202012"
"SD NEGERI CIPINANG BESAR SELATAN 16","20108446","SD","Negeri","278","15","Jatinegara","Kota Jakarta Timur","202012"
"SD NEGERI DUREN SAWIT 15 PG","20108570","SD","Negeri","356","15","Duren Sawit","Kota Jakarta Timur","202012"
